"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"105,3 m²",,"Đông","5 m","2,95 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-vinh-hiep-1/gia-2ty950-khu-tai-dinh-cu-nha-trang-duong-13m-giap-song-ra-bien-trung-tam-pr42575667","13 m"
"67 m²",,,"6,8 m","6,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tan-huong-phuong-tan-quy-2/-phu-3-g-dt-68m2-6-8-x-10-gia-6-3-ty-pr39542989",
"60 m²","Tây","Tây","4 m","8,49 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26/ban-hem-xe-hoi-26-binh-thanh-4x15m-1-1-tret-2-lau-btct-st-4pn-pr41455803","20 m"
"168 m²",,,"10 m","2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-phuoc-hai-2/-168m2-ngang-10m-100-tho-cu-da-xay-rao-kieng-co-cach-uy-ban-500m-gia-2ty-pr42302219","10 m"
"103 m²",,"Đông - Bắc",,"8 tỷ","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-thap-doi-kepler-land/nhan-booking-toa-ha-dong-lien-he-pr42575535",
"80 m²",,,,"7,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-son-nhi/-phu-hon-7-ty-duong-12m-3-tang-dt-80m2-4m-x-20m-pr40249388","12 m"
"144 m²",,,,"Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-long-thanh-my-prj-the-manhattan-glory-vinhomes-grand-park/ban-lo-144m2-gia-18-ty-bao-het-da-hoan-thien-co-thang-may-gia-goc-gan-23-ty-pr39445074",
"97 m²",,,,"7,45 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1/ban-3pn-2wc-tai-1-nam-tu-liem-ha-noi-gia-tot-7-45-ty-pr42575668",
"325 m²",,,,"Thỏa thuận","Bàn giao nội thất cơ bản từ CĐT.","Hợp đồng mua bán","4 phòng","4 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-60-tml-phuong-thanh-my-loi-prj-can-ho-define/ban-4pn-325m2-dac-biet-tran-cao-4-3m-view-ng-va-tang-cao-nvn-hay-nnn-deu-huu-duoc-pr41576542",
"250 m²",,,"6 m","380 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-tu-tra/chi-con-vai-lo-gia-re-cho-anh-chi-em-tich-luy-hoac-lam-can-nha-nho-nghi-duong-pr42040156","7 m"
"103 m²",,,,"5,5 tỷ","Full nội thất cao cấp.",,"3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-eco-lake-view/ban-goc-3-ngu-tai-32-so-do-san-full-do-dep-dep-gia-chi-5-5-ty-pr41718731",
"144 m²",,,,"Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-long-thanh-my-prj-the-manhattan-glory-vinhomes-grand-park/ban-lo-144m2-gia-18-ty-bao-het-da-hoan-thien-co-thang-may-gia-goc-gan-23-ty-pr39445074",
"97 m²",,,,"7,45 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1/ban-3pn-2wc-tai-1-nam-tu-liem-ha-noi-gia-tot-7-45-ty-pr42575668",
"325 m²",,,,"Thỏa thuận","Bàn giao nội thất cơ bản từ CĐT.","Hợp đồng mua bán","4 phòng","4 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-60-tml-phuong-thanh-my-loi-prj-can-ho-define/ban-4pn-325m2-dac-biet-tran-cao-4-3m-view-ng-va-tang-cao-nvn-hay-nnn-deu-huu-duoc-pr41576542",
"250 m²",,,"6 m","380 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-tu-tra/chi-con-vai-lo-gia-re-cho-anh-chi-em-tich-luy-hoac-lam-can-nha-nho-nghi-duong-pr42040156","7 m"
"103 m²",,,,"5,5 tỷ","Full nội thất cao cấp.",,"3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-eco-lake-view/ban-goc-3-ngu-tai-32-so-do-san-full-do-dep-dep-gia-chi-5-5-ty-pr41718731",
"46 m²","Nam","Bắc",,"3,8 tỷ","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-thap-doi-kepler-land/ban-1pn-46m-tai-lan-ha-dong-lien-he-pr42575586",
"570 m²",,,,"Thỏa thuận","Cơ bản","Hợp đồng mua bán","5 phòng","5 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-60-tml-phuong-thanh-my-loi-prj-can-ho-define/sieu-pham-penthouse-528m2-ban-tai-lh-truc-tiep-mr-phu-de-nhan-bao-gia-pr41576688",
"112 m²","Tây - Nam","Đông",,"6,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phong-9-prj-phu-my-hung/-ban-nhanh-nhieu-cao-cap-tai-quan-7-hcm-pr35454550",
"100 m²","Bắc","Bắc","5 m","7 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/mo-ban-dot-moi-tai-khu-do-thi-vsip-bac-ninh-co-hoi-dau-tu-top-1-vung-do-pr42524814","15 m"
"80 m²",,,,"4 tỷ","Full đồ đẹp.","Sổ đỏ","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-eco-lake-view/ban-gap-2-ngu-tai-80m2-full-do-dep-so-do-san-gia-tot-nhat-thi-truong-chi-4-ty-pr41718685",
"220 m²",,,,"30,5 tỷ","Cơ bản","Hợp đồng mua bán","3 phòng","4 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-60-tml-phuong-thanh-my-loi-prj-can-ho-define/hot-sieu-pham-duy-nhat-3-phong-220m2-tang-cao-tren-20-gia-ban-30-5-ty-all-in-pr42490672",
"176 m²",,"Tây - Nam",,"22,5 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-long-thanh-my-prj-the-manhattan-vinhomes-grand-park/-pho-176m2-m4-khu-glory-sau-lung-nxlp-gia-22-ty-bao-re-nhat-thi-truong-lo-hon-4-ty-pr41026260",
"135 m²","Nam","Bắc",,"8,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-happy-valley/ban-lo-phu-my-hung-dt-82m2-135m2-gia-4-2-ty-5-8-ty-lh-0842-111-678-em-diu-pr36759637",
"54,6 m²",,,"3,65 m","4,15 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-chien-thang-phuong-9-12/gia-4-ty-150-ngop-tien-ban-gap-phu-nhuan-gan-cho-nguyen-dinh-chieu-pr42238724","5 m"
"102 m²",,,"8 m","1,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-tan-thanh-tay/chinh-chu-ket-can-ban-gap-lo-2-mat-tien-duong-nhua-so-hong-rieng-102m2-gia-chi-1ty5-pr42401845","12 m"
"136 m²",,,"11 m","7 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-ho-ba-phan-phuong-phuoc-long-b/mat-tien-kd-tay-hoa-thu-duc-dong-tien-17tr-th-dt-136m2-ngang-11-m-xe-tai-thong-7-ty-pr42259818","6 m"
"73 m²",,,,"4 tỷ",,,"2 phòng",,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-flc-complex-36-pham-hung/gap-qua-roi-ban-2-ngu-tai-36-4-ty-full-noi-that-dt-73m2-so-do-san-pr42490132",
"100 m²",,,"6 m","550 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-nguyen-van-xo-thi-tran-cu-chi/c-pham-lo-vi-tri-dep-100m2-ngay-trung-tam-hoa-gia-550-trieu-pr42569378",
"62 m²",,,,"2,17 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-go-dua-phuong-hiep-binh-phuoc-prj-sunview-town/-ban-ch-2pn-da-co-so-hong-san-voi-muc-gia-2-ty-xem-nha-mien-phi-pr42507540",
"106 m²",,,,"6,8 tỷ",,,"3 phòng",,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-flc-complex-36-pham-hung/rat-tien-gap-ban-3-ngu-tai-36-chi-6-8-ty-dt-106-m2-full-noi-that-pr42490185",
"118 m²","Nam","Đông - Bắc",,"8,6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/chuyen-ban-chcc-phu-my-hung-quan-7-3pn-nha-dep-gia-tot-lh-em-diu-pr40851860",
"135 m²",,,"5 m","28 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","24 phòng","25 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/qua-ngon-tay-ho-135m2-8-tang-dong-tien-kd-o-to-gan-ho-tay-chi-28-ty-pr42167923","5 m"
"50 m²",,,,"1,5 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bui-huu-nghia-phuong-tan-van/du-an-sieu-t-ngay-trung-tam-tp-bien-a-chi-1ty050-pr42574418",
"1.660 m²",,,"28 m","36,5 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-huynh-thuc-khang-phuong-mui-ne/chinh-chu-ban-1-660m2-mat-bien-va-mt-150m2-tho-gia-49-ty-pr39879506",
"74 m²",,,,"Thỏa thuận","Full đồ đẹp.","Sổ đỏ","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-hoi-phuong-hoang-liet-prj-rose-town-79-ngoc-hoi/ban-gap-2-ngu-79-full-do-dep-nha-lam-de-o-view-thoang-gia-chi-3-8-ty-pr41718852",
"67,4 m²","Bắc","Đông",,"3,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-xich-long-phuong-7-11-prj-chung-cu-phan-xich-long/ban-khu-7-phu-nhuan-67-5m2-2pn-1wc-gia-3-5-ty-tl-pr42479323",
"91 m²",,,,"11,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truong-chinh-phuong-tan-hung-thuan-1/ban-goc-2-mat-tien-7m-thong-7x13-11-ty-500-pr42575771","7 m"
"140 m²",,"Đông - Nam","7 m","Thỏa thuận",,"Sổ đỏ/sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-8-xa-duc-lap-thuong-prj-khu-do-thi-daresco/b-re-nhat-140m2-tho-cu-so-s-gia-chi-1ty150-lh-pr40533102","12 m"
"68 m²",,,,"3,15 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ta-quang-buu-phuong-6-10-prj-tara-residence/-tro-vay-70-sang-nhuong-3pn-2wc-90m2-p6-q8-pr42131945",
"80 m²",,,,"4,5 tỷ",,,,,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-mai-phuong-tuong-mai-prj-khu-nha-o-quan-doi-k35-tan-mai/-moi-ban-2-ngu-full-do-dep-gia-4-5-ty-dt-80m2-so-do-san-tro-bank-70-pr42228888",
"120 m²",,"Đông - Nam","6 m","4,8 tỷ",,"Hợp đồng mua bán",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-tan-an-prj-ecocity-premia/can-duy-nhat-120m2-chi-4-ty-xxx-pr42265403","18 m"
"147 m²",,,"7 m","69 tỷ",,"Sổ đỏ/ Sổ hồng",,,"7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-pham-ngu-lao-1/sieu-hot-ban-mt-quan-1-ham-7-tang-hdt-160-trieu-thang-dt-7x21m-69-ty-pr42468662",
"60 m²","Đông - Nam","Bắc",,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duy-trinh-phuong-binh-trung-dong-prj-thu-thiem-xanh/ban-nhanh-3pn-2wc-90-4m2-p-quan-2-gia-3ty5-pr41869549",
"90 m²",,,,"3,6 tỷ","Không nội thất","Đang chờ sổ","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ta-quang-buu-phuong-6-10-prj-tara-residence/-p6-q8-sang-nhuong-1pn-1wc-57m2-vay-bank-70-pr42139181",
"100 m²",,"Đông - Nam","5 m","1,9 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-thanh-phu-prj-king-hill-residences/05-suat-noi-bo-cdt-chiet-khau-15-gia-ban-so-hong-rieng-ngan-hang-ho-tro-vay-70-lh-pr40045464","16 m"
"138 m²","Nam","Bắc",,"13 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-residence/ban-nhanh-nhieu-ch-phu-my-hung-lh-em-diu-de-duoc-tot-nhat-pr42197397",
"76 m²",,,,"8,1 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","6 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-bui-huu-nghia-phuong-2-20/-5-tang-hem-xe-hoi-binh-thanh-chi-8-1-ty-pr42458201",
"81 m²",,,,"3,45 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ta-quang-buu-phuong-6-10-prj-tara-residence/ban-2pn-2wc-80m2-quan-8-tro-vay-gia-3-45-ty-pr42327038",
"204 m²",,,,"90 tỷ",,,,,"8 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-cong-hoa-phuong-13-10/ban-toa-building-goc-3-tien-p13-tan-binh-dt-8-5x24m-ham-8-lau-gia-chi-90-ty-pr36978877",
"50 m²",,,"4,6 m","18,5 tỷ",,"Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-pham-tuan-tai-phuong-dich-vong-hau/-51m2-x-5t-o-to-tranh-kd-gia-18-4-ty-pr42425586","6,6 m"
"65 m²",,,"10 m","10 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-tram-troi/manh-phan-lo-trung-tam-vip-bac-nhat-tt-hoai-duc-65m-10-ty-pr42575673",
"58 m²",,,"6 m","1,85 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-to-ngoc-van-phuong-thanh-xuan/duy-t-can-58m2-gia-1ty750-trieu-quan-12-so-hong-rieng-pr42272117","6 m"
"76,5 m²","Đông - Nam","Đông - Nam","8 m","9,5 tỷ",,"Sổ đỏ/ Sổ hồng","7 phòng","8 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-8-phuong-an-lac-6/ban-tien-6-tang-dien-tich-ngan-4-met-dai-18-met-gia-9-ty-500-thuong-luong-pr42575674","8 m"
"52 m²",,,"4 m","2,15 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng.","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-lai-phuong-3-20/sieu-pham-dep-52m2-gia-1ty950-trieu-p3-quan-go-vap-dang-cho-thue-15tr-thang-pr42188368","5 m"
"85 m²","Đông - Bắc","Đông - Bắc","4,5 m","3,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-dong-phuong-vinh-hoa-2/ban-2-tang-hem-o-to-trang-85m2-gia-3-2-ti-cach-bien-200m-pr42575675","4 m"
"481 m²",,,"18 m","94 tỷ","Nội thất cao cấp.","Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huong-phuong-thao-dien/hot-ban-biet-thu-hien-dai-dep-khu-215-q2-dt-18x27m-t2l-ho-boi-94-ty-pr42531673",
"41 m²",,,"4 m","2,25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-yen-the-phuong-2-22/sieu-pham-dep-3-tang-dien-tich-41m2-gia-2ty150-trieu-2-tan-binh-so-san-pr42188386","6 m"
"86 m²",,,,"18,6 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-khu-do-thi-van-khe/ban-ha-dong-dt-85-m2-x-5-tang-mt-5-m-huong-dong-nam-gia-16-6-ty-pr42152402",
"102 m²",,"Đông - Nam",,"4,95 tỷ",,"Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-luong-hoa-1-prj-la-home-long-an/duy-nhat-1-can-dai-lo-binh-chanh-a6-3x-gia-4-ty-950-huong-dong-nam-pr42329729",
"70 m²",,"Đông","7 m","7,3 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hanh-phuong-khue-trung/ban-canh-cong-vien-thanh-nien-full-noi-that-pr42575676","7,5 m"
"64 m²",,,"4 m","2,15 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-qua-phuong-dong-hung-thuan-a/chu-ban-64m2-gia-2ty090-trieu-q12-cho-thue-15tr-thang-pr42280690","5 m"
"450 m²",,,,"300 tỷ",,,,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-quoc-thao-phuong-vo-thi-sau/goc-2mt-va-ly-chinh-thang-quan-3-15x30m-ham-4-tang-hdt-450-trieu-300-ty-pr42519855",
"225 m²",,,"9 m","69 tỷ",,,,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-ky-con-phuong-nguyen-thai-binh/-1-doi-chu-can-ban-gap-tien-9x25m-3-lau-gia-chi-69-ty-tl-p-ntb-quan-1-pr42297165",
"84 m²",,,,"3,25 tỷ",,"Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-quoc-lo-51-phuong-kim-dinh/chinh-chu-ban-84m2-so-hong-doi-dien-cho-hai-cach-ql51-chi-2-nen-gia-3-3-ty-bao-het-pr40843981",
"46 m²",,,"4 m","2,05 tỷ",,"Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cong-phuong-3-20/chinh-chu-ban-46m2-gia-1ty850-trieu-3-quan-go-vap-so-hong-rieng-pr42240036","5 m"
"94 m²",,"Bắc","6 m","3,15 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bui-thi-xuan-phuong-my-hai-prj-binh-son-ocean-park/b-tai-oce-2-55-ty-vnd-81m2-mat-tien-4-5m-pr41357456","12 m"
"134 m²",,,"8 m","1,45 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-833b-xa-long-cang-prj-long-cang-residence/chinh-chu-can-ban-gap-lo-goc-kdc-dien-tich-134m2-8-x-17-gia-chi-1ty450-so-hong-rieng-pr42349838","12 m"
"140 m²",,,"7 m","190 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/ban-lo-biet-thu-sai-gon-q-2-khu-dao-kim-cuong-pr41282057","12 m"
"500 m²",,,"20 m","81 tỷ",,"Có sổ",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-nao-phuong-binh-an/gia-sieu-dau-tu-so-huu-dep-khu-compound-vip-quan-2-dt-20x25m-4-tang-pr42546346",
"90 m²",,,"6 m","25 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-sa-doi-phuong-dai-mo/sieu-pham-kinh-doanh-dau-tu-mat-90m2-25-5-ty-hang-xom-vin-green-bay-2-pr42575784","16 m"
"66 m²",,,,"4,3 tỷ",,,"2 phòng",,,"https://batdongsan.com.vn/ban-condotel-duong-pham-van-dong-phuong-vinh-hoa-2-prj-libera-nha-trang/2pn-toa-sanhome-gia-3-855-ty-tang-cao-can-goc-view-tron-ven-bien-khong-chan-pr40166251",
"45 m²",,,"3,68 m","7,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/-vi-tri-dep-kinh-doanh-dong-tien-dien-tich-45m-5-tang-mat-tien-3-68m-7-2-ty-pr42495344","500 m"
"360 m²",,"Tây - Bắc","12 m","25,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-hoang-minh-thang-phuong-hoa-hai/ban-mat-tien-ngay-cau-co-co-thong-bien-tan-tra-pr42575679","21 m"
"260 m²",,"Đông - Nam","15 m","200 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/b-gap-nhung-lo-gia-tot-nhat-sai-gon-qu-2-dao-kim-cuong-pr41144940","10 m"
"208 m²",,,"13 m","55 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","23 phòng","23 phòng",,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-ba-huan-phuong-thao-dien/n-toa-mt-p-quan-2-ham-5-tang-23-chdv-ngang-13x17m-gia-55-t-pr42549941","10 m"
"20 m²",,,"3,9 m","5,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/-nho-xinh-vi-tri-dep-dt-20m-dua-ra-30m-tang-2-5-tang-mt-3-9m-5-2-ty-pr42469071","200 m"
"54 m²",,,"4 m","Thỏa thuận",,,"4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thich-quang-duc-phuong-5-16/ban-gap-can-54m2-2ty680-5-phu-nhuan-co-hop-dong-thue-16tr-thang-pr42188421","5 m"
"54 m²","Tây - Nam","Đông - Bắc",,"2,65 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-phu-huu-2-prj-can-ho-hausneo/ban-nhieu-quan-9-gia-chi-tu-1ty8-tro-vay-ngan-hang-pr29925839",
"98 m²",,,,"15,9 tỷ","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/ban-2-phong-ngu-98m2-view-song-vinh-vien-san-hd-thue-gia-16-5-ty-bao-het-pr42247856",
"450 m²",,"Đông - Nam","7 m","220 triệu/m²",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/b-1-gia-tot-chi-152-9tr-m2-sai-gon-qu-2-thong-tin-chinh-xac-pr39728272","10 m"
"140 m²",,,"7 m","29 tỷ",,,,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-37-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-36-37-7x20m-ham-4-tang-ket-hop-o-phong-hong-cong-chung-ngay-pr39952763","20 m"
"100 m²",,,"5 m","1,15 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-duc-hoa-ha-prj-galaxy-hai-son/toi-c-b-gap-lo-100m2-tho-cu-so-s-gia-1ty150-lh-pr40812461","16 m"
"40 m²",,,"6 m","2,55 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nam-ky-khoi-nghia-phuong-vo-thi-sau/-quan-3-gia-2ty550-trieu-dt-40m2-4x10m-gan-cgv-ly-chinh-thang-pr42510199","6 m"
"53 m²",,,,"11,5 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-dong-phuong-3-20/chinh-chu-can-ban-can-tien-134-p3-go-vap-53m2-gia-11-ty-500-so-hong-rieng-pr42374334",
"83 m²",,,,"17,49 tỷ","Cơ bản",,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-crest-residence/ban-2-phong-ngu-83m2-metropole-tang-cao-view-song-gia-tot-hon-opera-17-5-ty-bao-het-pr42247798",
"60 m²",,"Tây - Bắc","4,34 m","1,25 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-hop-tien-2/manh-3-mat-tai-ha-noi-gia-tot-nhat-thi-truong-pr42393683",
