"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"62 m²",,,,"1,35 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-an-phu-tay-prj-hqc-plaza/ban-1-35-ty-62m2-2pn-2wc-tai-binh-chanh-hcm-da-co-so-pr42466824",
"92,5 m²",,,,"4,19 tỷ","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/3pn-chi-4-185-ty-uu-dai-25-tang-ngay-18-trieu-view-cv-nuoc-cau-vong-q9-pr42224332",
"80 m²",,,"4,5 m","18,5 tỷ",,"Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-son-phuong-phu-thanh/sieu-pham-tien-4-5x18m-lung-2-lau-st-gia-18-5-ty-tl-pr42567764","24 m"
"46,8 m²",,"Đông - Nam","4,6 m","7,4 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-truong-cong-dinh-phuong-13-10/can-ban-pho-hem-xe-hoi-6m-p-14-tan-binh-chi-7ty4-tl-pr42567542","6 m"
"72 m²",,,,"2,2 tỷ",,,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-binh-duong-phuong-lai-thieu-prj-the-emerald-golf-view/chinh-chu-ban-2pn-thuan-an-pr42567709",
"172 m²",,,"12 m","77 triệu/m²",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-le-hong-phong-phuong-phuoc-hai-prj-khu-do-thi-le-hong-phong-ii/lo-goc-ha-quang-2-doi-dien-trung-tam-thuong-mai-gia-77tr-m2-pr42567149",
"550 m²",,"Tây","22 m","37,9 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-nguyen-thanh-y-phuong-hoa-cuong-nam/chu-goi-ban-cap-hai-chau-da-nang-dt-550m2-gia-35-t-pr41739449","5,5 m"
"72 m²",,,,"29 tỷ","Cao Cấp","Sổ đỏ/ Sổ hồng",,,"7 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/toa-vp-dt-72m-mt-lon-7t-thang-may-o-to-tranh-gia-29-ty-pr42561797",
"120 m²","Đông","Đông","5 m","220 triệu/m²","Không nội thất","Hợp đồng mua bán","8 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/-ban-city-pr42486639","13 m"
"55,5 m²",,"Đông - Nam","4,85 m","4,45 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-so-11-phuong-linh-xuan/ban-2-mat-tien-hem-xe-hoi-quay-dau-khu-dan-cu-hien-huu-tien-tich-khong-thieu-gi-pr42567765",
"56 m²",,,"4 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-an-khanh-4/b-56m-tho-cu-tai-khh-hoai-duc-pr42501476","2,5 m"
"78 m²","Đông - Nam","Đông - Nam","6 m","9,3 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/can-ban-gap-78-m2-mat-tien-6m-gan-cong-vien-be-boi-thiet-dep-san-so-giao-dich-ngay-pr42265710","13 m"
"82,5 m²",,"Tây - Nam","5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-dau-gia-x5-du-noi-dong-anh-dt-75m2-duong-7m-gia-chi-7xtr-m2-pr40655480","8 m"
"80 m²",,,"4,5 m","8,49 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-tho-phuong-16-3/hem-xe-hoi-5m-ngang-4-5-80m2-1-sec-thang-1-truc-3-tang-8-5-t-y-pr42567768","5 m"
"47 m²",,,,"2,15 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chi-minh-em-ban-1pn-full-noi-that-soc-2-ty-150tr-tai-vhocp-lh-pr42552995",
"68 m²","Đông - Bắc","Nam",,"5,3 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-co-nhue-1-prj-khu-do-thi-moi-co-nhue/ban-quy-2pn-va-3pn-nam-ong-234-ang-tang-trung-so-san-giao-dich-pr42465885",
"76 m²",,,,"11,5 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng",,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-binh-loi-phuong-13-7/can-ban-gap-doi-dien-cong-vien-khu-dan-cu-4x18m-gia-11-5-ty-pr41064372","12 m"
"400 m²",,"Đông - Nam","20 m","Thỏa thuận","Hoàn thiện mặt ngoài","Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-sai-son-prj-sunny-garden-city/ban-400m2-huong-dong-nam-kdt-ceo-quoc-oai-pr42413656","20 m"
"154 m²","Đông - Bắc","Tây - Nam",,"9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-eco-dream-nguyen-xien/-ban-gap-penthouse-duplex-full-noi-that-nhap-khau-9-ty-pr41467797",
"80 m²",,,,"3,65 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/sieu-pham-3pn2vs-goc-full-do-3-ty-650tr-full-du-noi-that-tai-vhocp-lh-pr42553578",
"30 m²",,,"3,3 m","6,19 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-mau-luong-phuong-kien-hung/vi-tri-4-tang-30m2-oto-do-cua-5m-bai-do-xe-ngay-dem-so-cat-ket-6-19ty-pr42558503","5 m"
"55 m²",,,,"2,29 tỷ",,,,,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-duong-phuong-hoang-liet-prj-hh1-linh-dam/tong-hop-ban-2pn-3pn-du-an-hh-mai-pr42392789",
"112 m²",,,,"4,2 tỷ","Cơ bản","Đang chờ sổ","3 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-63-phuong-binh-trung-dong-prj-blue-sky-tower/ban-q2-gia-4-2-ty-dt-112m2-3pn-3wc-co-noi-that-tien-nghi-pr42467121",
"143 m²","Tây - Bắc","Tây - Bắc","14 m","42 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","23 phòng","23 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-quang-dao-phuong-my-an/b-khach-s-8-tg-2-tien-thuong-26-nhs-da-ng-dt-143m2-gia-42-ty-pr41936402","7,5 m"
"147 m²",,"Nam","6 m","3,1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-dien-ngoc-prj-khu-do-thi-so-4/hang-hiem-con-sot-lai-gan-benh-vien-dai-hoc-y-phan-chau-trinh-147m-gia-chi-3-1-ty-pr42567770","7,5 m"
"31 m²",,,,"1,6 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng.","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chi-gai-em-tien-nen-muon-ban-studio-full-noi-that-1-ty-600tr-tai-vhocp-lh-pr42553128",
"73 m²","Đông - Nam","Tây - Bắc",,"6,3 tỷ","Full nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-the-legend-tower-109-nguyen-tuan/-chu-ban-gap-2pn-80m2-gia-4-ty-thuong-luong-full-do-pr35688853",
"105 m²","Đông - Bắc","Đông - Nam",,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-dinh-nghe-phuong-yen-hoa-2-prj-chung-cu-ct6-constrexim/chinh-chu-ban-nhanh-toa-a-cau-giay-ha-noi-pr42567772",
"45 m²",,,,"17,45 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-van-phuc-phuong-van-phuc-1/ban-45m2-x-5-tang-kinh-doanh-sam-uat-ngay-dem-via-he-rong-vi-tri-dep-pr42567773","24 m"
"67 m²","Nam","Nam",,"3,8 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/chinh-chu-ban-2pn-du-an-riverside-pr42455314",
"90 m²",,,"6 m","11 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-gia-tri-phuong-25/-2-tang-90m2-hem-xe-tai-tranh-7m-khu-p25-binh-thanh-sat-dh-hutech-pr41431272","7 m"
"65 m²",,,"4,2 m","10,8 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-cau-dien-phuong-minh-khai_1/ban-65n2-ngo-thong-to-o-to-vao-10m-ra-o-to-tranh-kinh-doanh-sam-uat-dong-s-vien-pr42463864","5 m"
"64 m²","Tây - Nam","Đông - Bắc",,"3,38 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-vinmes-tot-3-38-ty-64m2-view-dep-pr42567552",
"140 m²",,,,"28 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-chinh-phuong-12-10/4-x-35m-5-tang-tien-p-12-28-ty-pr42567777",
"1.900 m²",,,"35 m","13 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-dinh-phung-phuong-loc-tien/chinh-chu-gui-ban-can-bao-1900m2-pr41736449",
"80 m²",,,,"5,8 tỷ",,"Sổ đỏ","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-2-ngu-80m2-gia-re-nhat-du-an-co-so-do-lien-he-pr42403218",
"60 m²",,,,"2,55 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/vo-chong-em-ban-2pn1vs-full-noi-that-ban-2-ty-550tr-tai-vhocp-lh-pr42553198",
"23 m²",,,,"16 tỷ",,,"3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thuy-khue-phuong-thuy-khue-prj-sun-grand-city/ban-nhanh-ch-cao-cap-69b-123m2-3pn-full-noi-that-gia-16-ty-pr42508405",
"68 m²",,,"6 m","23,8 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quang-dieu-phuong-nam-dong/ban-pho-da-gara-o-to-kinh-doanh-68m2-5-tang-mt-6m-gia-23-8-ty-pr42567556","6 m"
"144 m²",,,"5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-long-phuoc-xa-long-phuoc-3/cuoi-nam-chu-can-tien-gui-ban-lo-mat-song-trang-mat-truoc-san-bay-thanh-pr42007401","12 m"
"52 m²",,,,"4,3 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-phuong-tam-binh/giam-200tr-ban-nhanh-lo-duong-7m-p-thu-duc-pr42567780","7 m"
"69 m²",,,,"3 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chuyen-cong-tac-nen-em-muon-ban-2pn2vs-full-noi-that-view-truc-dien-be-boi-ocp-lh-pr42553382",
"92,5 m²",,,,"4,17 tỷ","Không nội thất","Hợp đồng mua bán","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/chiet-khau-25-tang-full-noi-that-ban-3pn-1-92m2-goc-sieu-hiem-tai-park-pr42172207",
"114 m²",,,"5,5 m","799 triệu",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-buon-ko-tam-xa-ea-tu/chinh-chu-ban-eatu-km11-ma-thuot-5-5x21-gia-chi-799tr-pr42022496","10 m"
"337,1 m²",,,,"32 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng",,"2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-vinh-hoa-2-prj-gran-melia-nha-trang/gio-hang-villa-doi-sieu-dinh-chinh-sach-hap-dan-tu-cdt-lh-pr38504712",
"132 m²",,,,"50 triệu/m²",,"Hợp đồng mua bán.",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-2-xa-phu-xuan-prj-kdc-phu-xuan-van-phat-hung/-144m2-mat-tien-2-20m-gia-43-5-trieu-m2-pr38572870",
"99,6 m²","Bắc","Nam",,"7,2 tỷ","+ Nội thất full đồ như hình.","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-3-ngu-100m2-thong-thuy-view-ngoai-khu-san-so-sang-ten-gia-tot-pr42558009",
"35 m²",,,"3,6 m","6,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/duy-t-1-can-gan-dinh-full-noi-that-bai-o-to-canh-pr42567559","3 m"
"210 m²",,,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-indochina-plaza-hanoi/em-minh-ngoc-chuyen-iph-ban-sup-penhouse-gia-tot-nhat-thi-truong-cam-ket-ko-ao-pr42567782",
"64 m²",,,"4 m","7,38 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-luy-ban-bich-phuong-phu-thanh/-dep-hxh-khu-biet-thu-adc-tan-4-x-16-chi-7-x-ty-tl-pr42360800","5 m"
"80 m²",,,"10 m","13 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-bau-cat-1-phuong-14-10/ban-tai-1-13-ty-vnd-80-m2-gia-sieu-hoi-uy-tin-pr42457783","8 m"
"50 m²",,,"4,2 m","25 tỷ",,"Sổ đỏ/ Sổ hồng",,,"7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-vinh-tuy/sieu-pham-tt-hai-ba-trung-gan-times-city-50m2x-7-tang-kd-dinh-gia-soc-25-ty-pr42123861",
"66 m²",,,,"5,15 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/-tower-hh-02-bieu-tuong-song-thuong-luu-phia-tay-nam-ha-noi-gia-chi-tu-78tr-m2-pr42566493",
"55 m²","Nam",,,"39 triệu/m²","Nội thất cơ bản, điều hòa multi âm trần,...","Booking","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dt-743-phuong-di-an-prj-charm-diamond/b-cc-amond-743-2-934-ty-75-5m2-gia-cuc-chat-view-dep-pr42200726",
"400 m²","Đông - Nam","Bắc",,"95 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-sai-son-prj-sunny-garden-city/can-tien-ban-nhanh-can-300m2-huong-dong-nam-gia-15-5-ty-pr38230012","20 m"
"120 m²",,,"18 m","Thỏa thuận","Bàn giao Thô","Hợp Đồng Cọc","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-thanh-phu-prj-eco-retreat-long-an/don-dau-xu-huong-song-xanh-tai-dau-tu-sinh-loi-ben-vung-co-hoi-so-huu-can-vi-tri-dep-pr42421815","18 m"
"2.853 m²",,"Bắc",,"8 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-an-thanh-thuy/b-2853m2-tai-thh-cho-gao-tien-gig-gia-8-ty-pr42567562","2 m"
"100 m²",,"Tây - Bắc","5 m","5,48 tỷ","Cơ bản.","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-luong-16-phuong-hoa-xuan/ban-2-tang-16-nam-ntp-cam-le-pr42567785","7,5 m"
"108 m²",,"Nam","17,5 m","10 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-pham-van-dong-phuong-nghia-chanh-prj-kdt-phu-my-quang-ngai/mo-ban-tttp-so-san-gia-fo-pr39418518","17,5 m"
"85 m²",,,"4 m","36 tỷ",,"Sổ đỏ chính chủ",,,"2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-dai-la-phuong-truong-dinh/ban-vi-tri-vang-quan-hai-ba-trung-gia-tot-36-ty-pr42075579",
"108 m²",,,"6 m","8,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hong-dao-phuong-14-10/-ban-tan-binh-6-18-gan-cho-bau-cat-pr41879896",
"240 m²",,,"10 m","110 tỷ",,"Sổ đỏ/ Sổ hồng",,,"9 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-hoang-cau-phuong-o-cho-dua/ban-toa-dong-da-240m-9-tang-thang-may-xin-thue-250tr-thang-lh-pr42567565","12 m"
"192 m²",,,"8 m","24 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-k300-phuong-12-10/chinh-chu-ban-khu-gan-le-trung-nghia-cong-hoa-dt-8x24m-1-tret-3-lau-gia-24-ty-tl-pr42188717","10 m"
"322 m²",,,,"112 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hien-mai-phuong-thanh-my-loi/ban-tien-quan-2-dien-tich-16-x-20m-gia-112-ty-pr42567566",
"76,5 m²",,,"4 m","13,2 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cuu-dam-phuong-tan-son-nhi/-tien-phu-4-g-4-x-19-chi-13-2-ty-pr42462229","24 m"
"50 m²",,,,"2,78 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-a-phuong-hoang-liet-prj-tay-nam-ho-linh-dam/tong-hop-mot-so-co-so-gia-re-duoi-3-ty-tai-khu-do-thi-hud-pr42357696",
"120 m²",,,,"12,9 tỷ",,,"2 phòng","2 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-hien-vuong-phuong-phu-thanh/mt-lo-doi-7-5x20m-2-lau-duc-thong-tin-chinh-xac-pr36382307","30 m"
"130 m²",,,"5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng","3 phòng",,,"https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-khuong-phuong-thoi-an-1/hothot-ngang-5-hiem-co-3-pn-130m2-tho-cu-no-hau-nhe-tn-on-dinh-q12-chi-6ty-nhinh-pr42514181","5 m"
"68 m²",,,,"2,92 tỷ","Bàn giao full tủ bếp trên dưới, máy hút mùi, videcall, smarhome...","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-loc-8-phuong-thanh-loc-3-prj-happy-one-premier-thanh-loc/chinh-chu-ban-lo-duoi-gia-goc-cdt-goc-2pn2wc-gia-chi-2-850ty-lh-pr37971950",
"90 m²",,,,"890 triệu",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-xa-hung-long-5/dip-cuoi-nam-ban-lo-can-binh-chanh-1ty050-qua-nam-len-gia-pr42010858","6 m"
"220 m²",,,"19 m","85 tỷ",,,,,"7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-sa-phuong-tan-dinh-2/ngop-bank-ban-toa-building-goc-2mt-q1-19-x-15m-ham-7-tang-hdt-250tr-thang-chi-88-ty-pr41172744",
"142 m²",,,,"31,99 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","29 phòng","29 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-tran-xuan-soan-phuong-tan-hung-14/ban-gap-chdv-5-tang-hem-xe-hoi-dong-tien-150-tr-pr42566884",
"210 m²",,,"10 m","Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-dat-duong-hoang-sa-xa-tinh-an_1/ban-lo-doi-mat-tien-view-song-tra-view-cong-vien-tp-gia-re-bat-ngo-pr41693840","41 m"
"150 m²",,"Đông - Bắc","7,5 m","6,25 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-vu-van-can-phuong-hoa-hai-prj-khu-do-thi-phu-my-an/chu-goi-ban-lo-ngu-hanh-son-da-nang-dt-150m2-gia-5-6-ty-pr41661368","10,5 m"
"56 m²",,,"4 m","8 tỷ",,"Sổ đỏ/ Sổ hồng.",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-lam-ha_1-prj-sun-urban-city/em-tan-co-lo-xe-khe-ngay-cong-vien-le-hoi-ck-200tr-so-voi-gia-goc-kinh-doanh-sam-uat-pr42274816",
"95 m²",,,,"24,9 tỷ",,,,,"4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-luong-dinh-cua-phuong-phuong-lien-trung-tu/-dep-vip-95m-4-tang-vi-tri-dac-dia-kinh-doanh-moi-nganh-nghe-gia-chi-24-9-ty-pr42432055",
"110 m²",,,,"8 tỷ",,,"3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/ban-cc-360-8-ty-110m2-chinh-chu-gia-cuc-tot-tai-cau-giay-pr42165603",
"90 m²","Đông","Tây",,"4,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phan-chanh-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/ban-toa-ct4ax2-dien-tich-rong-3-ngu-so-noi-that-moi-pr42264165",
"84 m²",,,"5,2 m","9 tỷ",,"Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-cong-lo-phuong-15-8/khu-dong-bo-cao-tang-tan-binh-goc-hem-xe-hoi-thong-9m-dt-84m2-xay-4-tang-btct-pr42528590","9 m"
"50 m²",,,,"1,5 tỷ",,"Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-phong-phu-4-prj-sai-gon-intela/ban-saigon-binh-chanh-gia-1-5ty-pr42552060",
"95 m²",,"Đông - Nam",,"1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-4_5-prj-dic-victory-city/ban-1-ty-95-m2-4-vi-thanh-hau-giang-gia-uu-dai-lh-pr42348488","15 m"
"140 m²",,,,"7,2 tỷ",,"Hợp đồng mua bán","4 phòng","4 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngo-quyen-xa-long-hung-6/-izumi-gia-goc-chu-dau-tu-thanh-toan-linh-at-0-lai-suat-pr42567794",
"150 m²",,"Đông - Nam",,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-nghia-phu-3/ban-khu-dan-cu-nghai-doi-dien-cong-truong-trung-hoc-va-tieu-hoc-nghi-tp-quang-ngai-pr39758671","17 m"
"40 m²","Tây - Nam","Tây - Nam","4 m","4,25 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vinh-quynh-xa-vinh-quynh/-40m2-xay-5-tang-ngo-rong-o-to-do-gan-pr42468870","3 m"
"104 m²",,,"6,4 m","10 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","11 phòng","12 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-7-9/11-phong-thu-80-trieu-th-4-tang-104m2-6-4x16-5m-hem-xe-hoi-7-binh-thanh-pr39442221",
"108 m²",,,,"11,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-kenh-tan-hoa-phuong-hoa-thanh/ban-mt-4x27-c4-11-2-ty-pr38971692",
"243 m²",,,"12 m","56 tỷ",,"Sổ đỏ",,,,"https://batdongsan.com.vn/ban-dat-duong-hon-chong_1-phuong-vinh-phuoc/ban-mat-tien-cg-cach-bien-300m-pr42567181",
"80 m²",,"Đông - Nam","5 m","6,5 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-anh-han-phuong-an-hai-bac/b-2-5-tg-7m5-g-cho-qu-son-tra-g-song-gia-tot-pr42567796","7,5 m"
